Sem,Cod Docente,Sede,Atributo,Calificación
1,D10019,LIMA CENTRO,CAPACITACIÓN,Desaprobado
1,D10019,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D10019,LIMA CENTRO,ACTITUD,Desaprobado
1,D10027,LIMA CENTRO,ASISTENCIA,Observado
1,D10027,LIMA CENTRO,PUNTUALIDAD,Desaprobado
1,D10027,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D10027,LIMA CENTRO,OBSERVACIÓN,Desaprobado
1,D10027,LIMA CENTRO,CAPACITACIÓN,Desaprobado
1,D10027,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D10027,LIMA CENTRO,ACTITUD,Desaprobado
1,D10038,LIMA CENTRO,ASISTENCIA,Aprobado
1,D10038,LIMA CENTRO,PUNTUALIDAD,Aprobado
1,D10038,LIMA CENTRO,TOMA DE ASISTENCIA,Observado
1,D10038,LIMA CENTRO,OBSERVACIÓN,Desaprobado
1,D10038,LIMA CENTRO,CAPACITACIÓN,Desaprobado
1,D10038,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D10038,LIMA CENTRO,ACTITUD,Desaprobado
1,D10050,SJL,ASISTENCIA,Desaprobado
1,D10050,SJL,PUNTUALIDAD,Aprobado
1,D10050,SJL,TOMA DE ASISTENCIA,Observado
1,D10050,SJL,OBSERVACIÓN,Desaprobado
1,D10050,SJL,CAPACITACIÓN,Desaprobado
1,D10050,SJL,METODOLOGIA ENCUESTAS,Desaprobado
1,D10050,SJL,ACTITUD,Desaprobado
1,D11013,WILSON,ASISTENCIA,Observado
1,D11013,WILSON,PUNTUALIDAD,Desaprobado
1,D11013,WILSON,TOMA DE ASISTENCIA,Aprobado
1,D11013,WILSON,OBSERVACIÓN,Desaprobado
1,D11013,WILSON,CAPACITACIÓN,Desaprobado
1,D11013,WILSON,METODOLOGIA ENCUESTAS,Desaprobado
1,D11013,WILSON,ACTITUD,Desaprobado
1,D11018,TOMAS VALLE,ASISTENCIA,Observado
1,D11018,TOMAS VALLE,PUNTUALIDAD,Desaprobado
1,D11018,TOMAS VALLE,TOMA DE ASISTENCIA,Aprobado
1,D11018,TOMAS VALLE,OBSERVACIÓN,Desaprobado
1,D11018,TOMAS VALLE,CAPACITACIÓN,Desaprobado
1,D11018,TOMAS VALLE,METODOLOGIA ENCUESTAS,Desaprobado
1,D11018,TOMAS VALLE,ACTITUD,Desaprobado
1,D11021,TOMAS VALLE,ASISTENCIA,Observado
1,D11021,TOMAS VALLE,PUNTUALIDAD,Desaprobado
1,D11021,TOMAS VALLE,TOMA DE ASISTENCIA,Aprobado
1,D11021,TOMAS VALLE,OBSERVACIÓN,Desaprobado
1,D11021,TOMAS VALLE,CAPACITACIÓN,Desaprobado
1,D11021,TOMAS VALLE,METODOLOGIA ENCUESTAS,Desaprobado
1,D11021,TOMAS VALLE,ACTITUD,Desaprobado
1,D11037,LIMA CENTRO,ASISTENCIA,Observado
1,D11037,LIMA CENTRO,PUNTUALIDAD,Desaprobado
1,D11037,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D11037,LIMA CENTRO,OBSERVACIÓN,Desaprobado
1,D11037,LIMA CENTRO,CAPACITACIÓN,Desaprobado
1,D11037,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D11037,LIMA CENTRO,ACTITUD,Desaprobado
1,D11038,LIMA CENTRO,ASISTENCIA,Aprobado
1,D11038,LIMA CENTRO,PUNTUALIDAD,Desaprobado
1,D11038,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D11038,LIMA CENTRO,OBSERVACIÓN,Desaprobado
1,D11038,LIMA CENTRO,CAPACITACIÓN,Desaprobado
1,D11038,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D11038,LIMA CENTRO,ACTITUD,Desaprobado
1,D11041,SJL,ASISTENCIA,Observado
1,D11041,SJL,PUNTUALIDAD,Desaprobado
1,D11041,SJL,TOMA DE ASISTENCIA,Aprobado
1,D11041,SJL,OBSERVACIÓN,Desaprobado
1,D11041,SJL,CAPACITACIÓN,Desaprobado
1,D11041,SJL,METODOLOGIA ENCUESTAS,Desaprobado
1,D11041,SJL,ACTITUD,Desaprobado
1,D11058,LIMA CENTRO,ASISTENCIA,Observado
1,D11058,LIMA CENTRO,PUNTUALIDAD,Desaprobado
1,D11058,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D11058,LIMA CENTRO,OBSERVACIÓN,Desaprobado
1,D11058,LIMA CENTRO,CAPACITACIÓN,Desaprobado
1,D11058,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D11058,LIMA CENTRO,ACTITUD,Desaprobado
1,D12018,LIMA CENTRO,ASISTENCIA,Aprobado
1,D12018,LIMA CENTRO,PUNTUALIDAD,Observado
1,D12018,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D12018,LIMA CENTRO,OBSERVACIÓN,Desaprobado
1,D12018,LIMA CENTRO,CAPACITACIÓN,Desaprobado
1,D12018,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D12018,LIMA CENTRO,ACTITUD,Desaprobado
1,D12024,LIMA CENTRO,ASISTENCIA,Observado
1,D12024,LIMA CENTRO,PUNTUALIDAD,Desaprobado
1,D12024,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D12024,LIMA CENTRO,OBSERVACIÓN,Desaprobado
1,D12024,LIMA CENTRO,CAPACITACIÓN,Desaprobado
1,D12024,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D12024,LIMA CENTRO,ACTITUD,Desaprobado
1,D12036,ATE,ASISTENCIA,Observado
1,D12036,ATE,PUNTUALIDAD,Desaprobado
1,D12036,ATE,TOMA DE ASISTENCIA,Aprobado
1,D12036,ATE,OBSERVACIÓN,Desaprobado
1,D12036,ATE,CAPACITACIÓN,Desaprobado
1,D12036,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D12036,ATE,ACTITUD,Desaprobado
1,D12037,SJM,ASISTENCIA,Observado
1,D12037,SJM,PUNTUALIDAD,Observado
1,D12037,SJM,TOMA DE ASISTENCIA,Aprobado
1,D12037,SJM,OBSERVACIÓN,Desaprobado
1,D12037,SJM,CAPACITACIÓN,Desaprobado
1,D12037,SJM,METODOLOGIA ENCUESTAS,Desaprobado
1,D12037,SJM,ACTITUD,Desaprobado
1,D12038,LIMA CENTRO,ASISTENCIA,Aprobado
1,D12038,LIMA CENTRO,PUNTUALIDAD,Observado
1,D12038,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D12038,LIMA CENTRO,OBSERVACIÓN,Desaprobado
1,D12038,LIMA CENTRO,CAPACITACIÓN,Desaprobado
1,D12038,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D12038,LIMA CENTRO,ACTITUD,Desaprobado
1,D12055,LIMA CENTRO,ASISTENCIA,Aprobado
1,D12055,LIMA CENTRO,PUNTUALIDAD,Observado
1,D12055,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D12055,LIMA CENTRO,OBSERVACIÓN,Desaprobado
1,D12055,LIMA CENTRO,CAPACITACIÓN,Desaprobado
1,D12055,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D12055,LIMA CENTRO,ACTITUD,Desaprobado
1,D12061,WILSON,ASISTENCIA,Observado
1,D12061,WILSON,PUNTUALIDAD,Desaprobado
1,D12061,WILSON,TOMA DE ASISTENCIA,Aprobado
1,D12061,WILSON,OBSERVACIÓN,Desaprobado
1,D12061,WILSON,CAPACITACIÓN,Desaprobado
1,D12061,WILSON,METODOLOGIA ENCUESTAS,Desaprobado
1,D12061,WILSON,ACTITUD,Desaprobado
1,D12071,LIMA CENTRO,ASISTENCIA,Observado
1,D12071,LIMA CENTRO,PUNTUALIDAD,Observado
1,D12071,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D12071,LIMA CENTRO,OBSERVACIÓN,Desaprobado
1,D12071,LIMA CENTRO,CAPACITACIÓN,Desaprobado
1,D12071,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D12071,LIMA CENTRO,ACTITUD,Desaprobado
1,D12083,LIMA CENTRO,ASISTENCIA,Desaprobado
1,D12083,LIMA CENTRO,PUNTUALIDAD,Desaprobado
1,D12083,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D12083,LIMA CENTRO,OBSERVACIÓN,Desaprobado
1,D12083,LIMA CENTRO,CAPACITACIÓN,Desaprobado
1,D12083,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D12083,LIMA CENTRO,ACTITUD,Desaprobado
1,D12103,LIMA CENTRO,ASISTENCIA,Observado
1,D12103,LIMA CENTRO,PUNTUALIDAD,Desaprobado
1,D12103,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D12103,LIMA CENTRO,OBSERVACIÓN,Desaprobado
1,D12103,LIMA CENTRO,CAPACITACIÓN,Desaprobado
1,D12103,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D12103,LIMA CENTRO,ACTITUD,Desaprobado
1,D12110,LIMA CENTRO,ASISTENCIA,Observado
1,D12110,LIMA CENTRO,PUNTUALIDAD,Desaprobado
1,D12110,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D12110,LIMA CENTRO,OBSERVACIÓN,Desaprobado
1,D12110,LIMA CENTRO,CAPACITACIÓN,Desaprobado
1,D12110,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D12110,LIMA CENTRO,ACTITUD,Desaprobado
1,D12119,PIURA,ASISTENCIA,Aprobado
1,D12119,PIURA,PUNTUALIDAD,Desaprobado
1,D12119,PIURA,TOMA DE ASISTENCIA,Aprobado
1,D12119,PIURA,OBSERVACIÓN,Desaprobado
1,D12119,PIURA,CAPACITACIÓN,Desaprobado
1,D12119,PIURA,METODOLOGIA ENCUESTAS,Desaprobado
1,D12119,PIURA,ACTITUD,Desaprobado
1,D13017,TOMAS VALLE,ASISTENCIA,Aprobado
1,D13017,TOMAS VALLE,PUNTUALIDAD,Observado
1,D13017,TOMAS VALLE,TOMA DE ASISTENCIA,Aprobado
1,D13017,TOMAS VALLE,OBSERVACIÓN,Desaprobado
1,D13017,TOMAS VALLE,CAPACITACIÓN,Desaprobado
1,D13017,TOMAS VALLE,METODOLOGIA ENCUESTAS,Desaprobado
1,D13017,TOMAS VALLE,ACTITUD,Desaprobado
1,D13020,TOMAS VALLE,ASISTENCIA,Observado
1,D13020,TOMAS VALLE,PUNTUALIDAD,Desaprobado
1,D13020,TOMAS VALLE,TOMA DE ASISTENCIA,Aprobado
1,D13020,TOMAS VALLE,OBSERVACIÓN,Desaprobado
1,D13020,TOMAS VALLE,CAPACITACIÓN,Desaprobado
1,D13020,TOMAS VALLE,METODOLOGIA ENCUESTAS,Desaprobado
1,D13020,TOMAS VALLE,ACTITUD,Desaprobado
1,D13026,TOMAS VALLE,ASISTENCIA,Observado
1,D13026,TOMAS VALLE,PUNTUALIDAD,Desaprobado
1,D13026,TOMAS VALLE,TOMA DE ASISTENCIA,Aprobado
1,D13026,TOMAS VALLE,OBSERVACIÓN,Desaprobado
1,D13026,TOMAS VALLE,CAPACITACIÓN,Desaprobado
1,D13026,TOMAS VALLE,METODOLOGIA ENCUESTAS,Desaprobado
1,D13026,TOMAS VALLE,ACTITUD,Desaprobado
1,D13027,TOMAS VALLE,ASISTENCIA,Aprobado
1,D13027,TOMAS VALLE,PUNTUALIDAD,Desaprobado
1,D13027,TOMAS VALLE,TOMA DE ASISTENCIA,Aprobado
1,D13027,TOMAS VALLE,OBSERVACIÓN,Desaprobado
1,D13027,TOMAS VALLE,CAPACITACIÓN,Desaprobado
1,D13027,TOMAS VALLE,METODOLOGIA ENCUESTAS,Desaprobado
1,D13027,TOMAS VALLE,ACTITUD,Desaprobado
1,D13035,CHICLAYO,ASISTENCIA,Aprobado
1,D13035,CHICLAYO,PUNTUALIDAD,Observado
1,D13035,CHICLAYO,TOMA DE ASISTENCIA,Aprobado
1,D13035,CHICLAYO,OBSERVACIÓN,Desaprobado
1,D13035,CHICLAYO,CAPACITACIÓN,Desaprobado
1,D13035,CHICLAYO,METODOLOGIA ENCUESTAS,Desaprobado
1,D13035,CHICLAYO,ACTITUD,Desaprobado
1,D13049,ATE,ASISTENCIA,Observado
1,D13049,ATE,PUNTUALIDAD,Desaprobado
1,D13049,ATE,TOMA DE ASISTENCIA,Aprobado
1,D13049,ATE,OBSERVACIÓN,Desaprobado
1,D13049,ATE,CAPACITACIÓN,Desaprobado
1,D13049,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D13049,ATE,ACTITUD,Desaprobado
1,D13050,CHICLAYO,ASISTENCIA,Aprobado
1,D13050,CHICLAYO,PUNTUALIDAD,Aprobado
1,D13050,CHICLAYO,TOMA DE ASISTENCIA,Aprobado
1,D13050,CHICLAYO,OBSERVACIÓN,Desaprobado
1,D13050,CHICLAYO,CAPACITACIÓN,Desaprobado
1,D13050,CHICLAYO,METODOLOGIA ENCUESTAS,Desaprobado
1,D13050,CHICLAYO,ACTITUD,Desaprobado
1,D14010,PIURA,ASISTENCIA,Observado
1,D14010,PIURA,PUNTUALIDAD,Desaprobado
1,D14010,PIURA,TOMA DE ASISTENCIA,Aprobado
1,D14010,PIURA,OBSERVACIÓN,Desaprobado
1,D14010,PIURA,CAPACITACIÓN,Desaprobado
1,D14010,PIURA,METODOLOGIA ENCUESTAS,Desaprobado
1,D14010,PIURA,ACTITUD,Desaprobado
1,D14011,WILSON,ASISTENCIA,Aprobado
1,D14011,WILSON,PUNTUALIDAD,Desaprobado
1,D14011,WILSON,TOMA DE ASISTENCIA,Aprobado
1,D14011,WILSON,OBSERVACIÓN,Desaprobado
1,D14011,WILSON,CAPACITACIÓN,Desaprobado
1,D14011,WILSON,METODOLOGIA ENCUESTAS,Desaprobado
1,D14011,WILSON,ACTITUD,Desaprobado
1,D14016,CHICLAYO,ASISTENCIA,Observado
1,D14016,CHICLAYO,PUNTUALIDAD,Aprobado
1,D14016,CHICLAYO,TOMA DE ASISTENCIA,Aprobado
1,D14016,CHICLAYO,OBSERVACIÓN,Desaprobado
1,D14016,CHICLAYO,CAPACITACIÓN,Desaprobado
1,D14016,CHICLAYO,METODOLOGIA ENCUESTAS,Desaprobado
1,D14016,CHICLAYO,ACTITUD,Desaprobado
1,D14027,LIMA CENTRO,ASISTENCIA,Observado
1,D14027,LIMA CENTRO,PUNTUALIDAD,Desaprobado
1,D14027,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D14027,LIMA CENTRO,OBSERVACIÓN,Desaprobado
1,D14027,LIMA CENTRO,CAPACITACIÓN,Desaprobado
1,D14027,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D14027,LIMA CENTRO,ACTITUD,Desaprobado
1,D14051,TOMAS VALLE,ASISTENCIA,Aprobado
1,D14051,TOMAS VALLE,PUNTUALIDAD,Desaprobado
1,D14051,TOMAS VALLE,TOMA DE ASISTENCIA,Aprobado
1,D14051,TOMAS VALLE,OBSERVACIÓN,Desaprobado
1,D14051,TOMAS VALLE,CAPACITACIÓN,Desaprobado
1,D14051,TOMAS VALLE,METODOLOGIA ENCUESTAS,Desaprobado
1,D14051,TOMAS VALLE,ACTITUD,Desaprobado
1,D14059,WILSON,ASISTENCIA,Observado
1,D14059,WILSON,PUNTUALIDAD,Observado
1,D14059,WILSON,TOMA DE ASISTENCIA,Aprobado
1,D14059,WILSON,OBSERVACIÓN,Desaprobado
1,D14059,WILSON,CAPACITACIÓN,Desaprobado
1,D14059,WILSON,METODOLOGIA ENCUESTAS,Desaprobado
1,D14059,WILSON,ACTITUD,Desaprobado
1,D14069,TOMAS VALLE,ASISTENCIA,Observado
1,D14069,TOMAS VALLE,PUNTUALIDAD,Desaprobado
1,D14069,TOMAS VALLE,TOMA DE ASISTENCIA,Aprobado
1,D14069,TOMAS VALLE,OBSERVACIÓN,Desaprobado
1,D14069,TOMAS VALLE,CAPACITACIÓN,Desaprobado
1,D14069,TOMAS VALLE,METODOLOGIA ENCUESTAS,Desaprobado
1,D14069,TOMAS VALLE,ACTITUD,Desaprobado
1,D14073,TOMAS VALLE,ASISTENCIA,Aprobado
1,D14073,TOMAS VALLE,PUNTUALIDAD,Observado
1,D14073,TOMAS VALLE,TOMA DE ASISTENCIA,Aprobado
1,D14073,TOMAS VALLE,OBSERVACIÓN,Desaprobado
1,D14073,TOMAS VALLE,CAPACITACIÓN,Desaprobado
1,D14073,TOMAS VALLE,METODOLOGIA ENCUESTAS,Desaprobado
1,D14073,TOMAS VALLE,ACTITUD,Desaprobado
1,D15011,LIMA CENTRO,ASISTENCIA,Aprobado
1,D15011,LIMA CENTRO,PUNTUALIDAD,Aprobado
1,D15011,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D15011,LIMA CENTRO,OBSERVACIÓN,Desaprobado
1,D15011,LIMA CENTRO,CAPACITACIÓN,Desaprobado
1,D15011,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D15011,LIMA CENTRO,ACTITUD,Desaprobado
1,D15012,ATE,ASISTENCIA,Aprobado
1,D15012,ATE,PUNTUALIDAD,Desaprobado
1,D15012,ATE,TOMA DE ASISTENCIA,Aprobado
1,D15012,ATE,OBSERVACIÓN,Desaprobado
1,D15012,ATE,CAPACITACIÓN,Desaprobado
1,D15012,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D15012,ATE,ACTITUD,Desaprobado
1,D15024,LIMA CENTRO,ASISTENCIA,Aprobado
1,D15024,LIMA CENTRO,PUNTUALIDAD,Observado
1,D15024,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D15024,LIMA CENTRO,OBSERVACIÓN,Desaprobado
1,D15024,LIMA CENTRO,CAPACITACIÓN,Desaprobado
1,D15024,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D15024,LIMA CENTRO,ACTITUD,Desaprobado
1,D15025,LIMA CENTRO,ASISTENCIA,Observado
1,D15025,LIMA CENTRO,PUNTUALIDAD,Desaprobado
1,D15025,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D15025,LIMA CENTRO,OBSERVACIÓN,Desaprobado
1,D15025,LIMA CENTRO,CAPACITACIÓN,Desaprobado
1,D15025,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D15025,LIMA CENTRO,ACTITUD,Desaprobado
1,D15037,LIMA CENTRO,ASISTENCIA,Observado
1,D15037,LIMA CENTRO,PUNTUALIDAD,Observado
1,D15037,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D15037,LIMA CENTRO,OBSERVACIÓN,Desaprobado
1,D15037,LIMA CENTRO,CAPACITACIÓN,Desaprobado
1,D15037,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D15037,LIMA CENTRO,ACTITUD,Desaprobado
1,D15039,LIMA CENTRO,ASISTENCIA,Aprobado
1,D15039,LIMA CENTRO,PUNTUALIDAD,Desaprobado
1,D15039,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D15039,LIMA CENTRO,OBSERVACIÓN,Desaprobado
1,D15039,LIMA CENTRO,CAPACITACIÓN,Desaprobado
1,D15039,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D15039,LIMA CENTRO,ACTITUD,Desaprobado
1,D15040,LIMA CENTRO,ASISTENCIA,Aprobado
1,D15040,LIMA CENTRO,PUNTUALIDAD,Observado
1,D15040,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D15040,LIMA CENTRO,OBSERVACIÓN,Desaprobado
1,D15040,LIMA CENTRO,CAPACITACIÓN,Desaprobado
1,D15040,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D15040,LIMA CENTRO,ACTITUD,Desaprobado
1,D15042,TOMAS VALLE,ASISTENCIA,Aprobado
1,D15042,TOMAS VALLE,PUNTUALIDAD,Desaprobado
1,D15042,TOMAS VALLE,TOMA DE ASISTENCIA,Aprobado
1,D15042,TOMAS VALLE,OBSERVACIÓN,Desaprobado
1,D15042,TOMAS VALLE,CAPACITACIÓN,Desaprobado
1,D15042,TOMAS VALLE,METODOLOGIA ENCUESTAS,Desaprobado
1,D15042,TOMAS VALLE,ACTITUD,Desaprobado
1,D15043,ATE,ASISTENCIA,Aprobado
1,D15043,ATE,PUNTUALIDAD,Observado
1,D15043,ATE,TOMA DE ASISTENCIA,Aprobado
1,D15043,ATE,OBSERVACIÓN,Desaprobado
1,D15043,ATE,CAPACITACIÓN,Desaprobado
1,D15043,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D15043,ATE,ACTITUD,Desaprobado
1,D15045,ATE,ASISTENCIA,Observado
1,D15045,ATE,PUNTUALIDAD,Desaprobado
1,D15045,ATE,TOMA DE ASISTENCIA,Aprobado
1,D15045,ATE,OBSERVACIÓN,Desaprobado
1,D15045,ATE,CAPACITACIÓN,Desaprobado
1,D15045,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D15045,ATE,ACTITUD,Desaprobado
1,D15050,TOMAS VALLE,ASISTENCIA,Aprobado
1,D15050,TOMAS VALLE,PUNTUALIDAD,Observado
1,D15050,TOMAS VALLE,TOMA DE ASISTENCIA,Aprobado
1,D15050,TOMAS VALLE,OBSERVACIÓN,Desaprobado
1,D15050,TOMAS VALLE,CAPACITACIÓN,Desaprobado
1,D15050,TOMAS VALLE,METODOLOGIA ENCUESTAS,Desaprobado
1,D15050,TOMAS VALLE,ACTITUD,Desaprobado
1,D15051,LIMA CENTRO,ASISTENCIA,Observado
1,D15051,LIMA CENTRO,PUNTUALIDAD,Observado
1,D15051,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D15051,LIMA CENTRO,OBSERVACIÓN,Desaprobado
1,D15051,LIMA CENTRO,CAPACITACIÓN,Desaprobado
1,D15051,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D15051,LIMA CENTRO,ACTITUD,Desaprobado
1,D15056,TOMAS VALLE,ASISTENCIA,Aprobado
1,D15056,TOMAS VALLE,PUNTUALIDAD,Desaprobado
1,D15056,TOMAS VALLE,TOMA DE ASISTENCIA,Aprobado
1,D15056,TOMAS VALLE,OBSERVACIÓN,Desaprobado
1,D15056,TOMAS VALLE,CAPACITACIÓN,Desaprobado
1,D15056,TOMAS VALLE,METODOLOGIA ENCUESTAS,Desaprobado
1,D15056,TOMAS VALLE,ACTITUD,Desaprobado
1,D15063,TOMAS VALLE,ASISTENCIA,Aprobado
1,D15063,TOMAS VALLE,PUNTUALIDAD,Desaprobado
1,D15063,TOMAS VALLE,TOMA DE ASISTENCIA,Aprobado
1,D15063,TOMAS VALLE,OBSERVACIÓN,Desaprobado
1,D15063,TOMAS VALLE,CAPACITACIÓN,Desaprobado
1,D15063,TOMAS VALLE,METODOLOGIA ENCUESTAS,Desaprobado
1,D15063,TOMAS VALLE,ACTITUD,Desaprobado
1,D15066,ATE,ASISTENCIA,Observado
1,D15066,ATE,PUNTUALIDAD,Desaprobado
1,D15066,ATE,TOMA DE ASISTENCIA,Observado
1,D15066,ATE,OBSERVACIÓN,Desaprobado
1,D15066,ATE,CAPACITACIÓN,Desaprobado
1,D15066,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D15066,ATE,ACTITUD,Desaprobado
1,D15069,TOMAS VALLE,ASISTENCIA,Observado
1,D15069,TOMAS VALLE,PUNTUALIDAD,Desaprobado
1,D15069,TOMAS VALLE,TOMA DE ASISTENCIA,Aprobado
1,D15069,TOMAS VALLE,OBSERVACIÓN,Desaprobado
1,D15069,TOMAS VALLE,CAPACITACIÓN,Desaprobado
1,D15069,TOMAS VALLE,METODOLOGIA ENCUESTAS,Desaprobado
1,D15069,TOMAS VALLE,ACTITUD,Desaprobado
1,D15070,LIMA CENTRO,ASISTENCIA,Aprobado
1,D15070,LIMA CENTRO,PUNTUALIDAD,Desaprobado
1,D15070,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D15070,LIMA CENTRO,OBSERVACIÓN,Desaprobado
1,D15070,LIMA CENTRO,CAPACITACIÓN,Desaprobado
1,D15070,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D15070,LIMA CENTRO,ACTITUD,Desaprobado
1,D15072,WILSON,ASISTENCIA,Observado
1,D15072,WILSON,PUNTUALIDAD,Observado
1,D15072,WILSON,TOMA DE ASISTENCIA,Aprobado
1,D15072,WILSON,OBSERVACIÓN,Desaprobado
1,D15072,WILSON,CAPACITACIÓN,Desaprobado
1,D15072,WILSON,METODOLOGIA ENCUESTAS,Desaprobado
1,D15072,WILSON,ACTITUD,Desaprobado
1,D15078,LIMA CENTRO,ASISTENCIA,Aprobado
1,D15078,LIMA CENTRO,PUNTUALIDAD,Desaprobado
1,D15078,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D15078,LIMA CENTRO,OBSERVACIÓN,Desaprobado
1,D15078,LIMA CENTRO,CAPACITACIÓN,Desaprobado
1,D15078,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D15078,LIMA CENTRO,ACTITUD,Desaprobado
1,D15081,LIMA CENTRO,ASISTENCIA,Observado
1,D15081,LIMA CENTRO,PUNTUALIDAD,Observado
1,D15081,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D15081,LIMA CENTRO,OBSERVACIÓN,Desaprobado
1,D15081,LIMA CENTRO,CAPACITACIÓN,Desaprobado
1,D15081,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D15081,LIMA CENTRO,ACTITUD,Desaprobado
1,D15083,WILSON,ASISTENCIA,Observado
1,D15083,WILSON,PUNTUALIDAD,Desaprobado
1,D15083,WILSON,TOMA DE ASISTENCIA,Aprobado
1,D15083,WILSON,OBSERVACIÓN,Desaprobado
1,D15083,WILSON,CAPACITACIÓN,Desaprobado
1,D15083,WILSON,METODOLOGIA ENCUESTAS,Desaprobado
1,D15083,WILSON,ACTITUD,Desaprobado
1,D15086,LIMA CENTRO,ASISTENCIA,Observado
1,D15086,LIMA CENTRO,PUNTUALIDAD,Desaprobado
1,D15086,LIMA CENTRO,TOMA DE ASISTENCIA,Aprobado
1,D15086,LIMA CENTRO,OBSERVACIÓN,Desaprobado
1,D15086,LIMA CENTRO,CAPACITACIÓN,Desaprobado
1,D15086,LIMA CENTRO,METODOLOGIA ENCUESTAS,Desaprobado
1,D15086,LIMA CENTRO,ACTITUD,Desaprobado
1,D15089,TOMAS VALLE,ASISTENCIA,Observado
1,D15089,TOMAS VALLE,PUNTUALIDAD,Desaprobado
1,D15089,TOMAS VALLE,TOMA DE ASISTENCIA,Aprobado
1,D15089,TOMAS VALLE,OBSERVACIÓN,Desaprobado
1,D15089,TOMAS VALLE,CAPACITACIÓN,Desaprobado
1,D15089,TOMAS VALLE,METODOLOGIA ENCUESTAS,Desaprobado
1,D15089,TOMAS VALLE,ACTITUD,Desaprobado
1,D15092,ATE,ASISTENCIA,Observado
1,D15092,ATE,PUNTUALIDAD,Desaprobado
1,D15092,ATE,TOMA DE ASISTENCIA,Aprobado
1,D15092,ATE,OBSERVACIÓN,Desaprobado
1,D15092,ATE,CAPACITACIÓN,Desaprobado
1,D15092,ATE,METODOLOGIA ENCUESTAS,Desaprobado
1,D15092,ATE,ACTITUD,Desaprobado
1,D15103,LIMA CENTRO,ASISTENCIA,Aprobado
1,D15103,LIMA CENTRO,PUNTUALIDAD,Desaprobado
1,D15103,LIMA CENTRO,TOMA DE ASISTENCIA,Observado
